doc_id,sentence,start,end,mention,entity_type
41858284_2,"Mechanistically, DDR1 interacted with ARF6, which promoted the transport of DDR1 to plasma membrane and amplified collagen I-induced DDR1 signaling, then facilitated DDR1 binding to STAT3, leading to STAT3 phosphorylation.",200,205,STAT3,Gene
41849779_1,"Functionally, CSH-4044 suppressed PIM3-driven BAD phosphorylation in pancreatic cancer cells and reduced DYRK1A-mediated Tau phosphorylation in neuronal cells.",14,22,CSH-4044,Chemical
41849779_1,"Functionally, CSH-4044 suppressed PIM3-driven BAD phosphorylation in pancreatic cancer cells and reduced DYRK1A-mediated Tau phosphorylation in neuronal cells.",34,38,PIM3,Gene
41849779_1,"Functionally, CSH-4044 suppressed PIM3-driven BAD phosphorylation in pancreatic cancer cells and reduced DYRK1A-mediated Tau phosphorylation in neuronal cells.",46,49,BAD,Gene
41849779_1,"Functionally, CSH-4044 suppressed PIM3-driven BAD phosphorylation in pancreatic cancer cells and reduced DYRK1A-mediated Tau phosphorylation in neuronal cells.",69,86,pancreatic cancer,Disease
41849779_1,"Functionally, CSH-4044 suppressed PIM3-driven BAD phosphorylation in pancreatic cancer cells and reduced DYRK1A-mediated Tau phosphorylation in neuronal cells.",105,111,DYRK1A,Gene
41849779_1,"Functionally, CSH-4044 suppressed PIM3-driven BAD phosphorylation in pancreatic cancer cells and reduced DYRK1A-mediated Tau phosphorylation in neuronal cells.",121,124,Tau,Gene
41876450_1,"Mechanistically, AKT1 phosphorylates PRMT7 at threonine 73 (T73) and promotes its activity to stabilize GLUD1 by increasing its methylation and reducing ubiquitination.",17,21,AKT1,Gene
41876450_1,"Mechanistically, AKT1 phosphorylates PRMT7 at threonine 73 (T73) and promotes its activity to stabilize GLUD1 by increasing its methylation and reducing ubiquitination.",37,42,PRMT7,Gene
41876450_1,"Mechanistically, AKT1 phosphorylates PRMT7 at threonine 73 (T73) and promotes its activity to stabilize GLUD1 by increasing its methylation and reducing ubiquitination.",56,58,73,Variant
41876450_1,"Mechanistically, AKT1 phosphorylates PRMT7 at threonine 73 (T73) and promotes its activity to stabilize GLUD1 by increasing its methylation and reducing ubiquitination.",104,109,GLUD1,Gene
41858765_1,"In addition, the levels of phosphorylated (p)-p65 and p-IκBα, which are NF-κB pathway-associated proteins, were markedly decreased after 24 h of SPD treatment.",46,49,p65,Gene
41858765_1,"In addition, the levels of phosphorylated (p)-p65 and p-IκBα, which are NF-κB pathway-associated proteins, were markedly decreased after 24 h of SPD treatment.",56,60,IκBα,Gene
41858765_1,"In addition, the levels of phosphorylated (p)-p65 and p-IκBα, which are NF-κB pathway-associated proteins, were markedly decreased after 24 h of SPD treatment.",72,77,NF-κB,Gene
41858765_1,"In addition, the levels of phosphorylated (p)-p65 and p-IκBα, which are NF-κB pathway-associated proteins, were markedly decreased after 24 h of SPD treatment.",145,148,SPD,Chemical
41860659_1,"Through integrated multiomics analysis, we identified 38 ARHL core-associated candidate genes that are predominantly enriched in pathways such as NF-κB signaling, antigen presentation, and oxidative phosphorylation.",57,61,ARHL,Gene
41860659_1,"Through integrated multiomics analysis, we identified 38 ARHL core-associated candidate genes that are predominantly enriched in pathways such as NF-κB signaling, antigen presentation, and oxidative phosphorylation.",146,151,NF-κB,Gene
41860465_1,"Further, we found that AKT can phosphorylate threonine 277 adjacent to the NLS in FDXR and subsequently enhances its nuclear translocation.",23,26,AKT,Gene
41860465_1,"Further, we found that AKT can phosphorylate threonine 277 adjacent to the NLS in FDXR and subsequently enhances its nuclear translocation.",82,86,FDXR,Gene
41860465_2,"Together, our data provide evidence that the mitochondrial FDXR can be translocated to the nucleus, which is regulated by AKT-mediated phosphorylation, especially in response to cellular stress.",59,63,FDXR,Gene
41860465_2,"Together, our data provide evidence that the mitochondrial FDXR can be translocated to the nucleus, which is regulated by AKT-mediated phosphorylation, especially in response to cellular stress.",122,125,AKT,Gene
41855861_1,"Mechanistically, curcumin inhibited the NF-κB signaling cascade, specifically through attenuated phosphorylation of p65 and IκBα, which restrained osteoclastogenesis.",17,25,curcumin,Chemical
41855861_1,"Mechanistically, curcumin inhibited the NF-κB signaling cascade, specifically through attenuated phosphorylation of p65 and IκBα, which restrained osteoclastogenesis.",40,45,NF-κB,Gene
41855861_1,"Mechanistically, curcumin inhibited the NF-κB signaling cascade, specifically through attenuated phosphorylation of p65 and IκBα, which restrained osteoclastogenesis.",116,119,p65,Gene
41855861_1,"Mechanistically, curcumin inhibited the NF-κB signaling cascade, specifically through attenuated phosphorylation of p65 and IκBα, which restrained osteoclastogenesis.",124,128,IκBα,Gene
