pmid,title,abstract
41854733,Therapeutic Potential of Somatostatin and Its Analogues in Alzheimer's Disease: From Molecular Mechanisms to Preclinical Studies.,"Alzheimer's disease (AD) is a progressive neurodegenerative disorder with limited treatment options. Currently approved agents, such as acetylcholinesterase inhibitors and NMDA receptor antagonists, provide only modest symptomatic benefit without modifying disease progression. Increasing evidence highlights the somatostatin (SST) system and its analogues (SSAs) as potential multitarget therapies. Somatostatin receptors (SSTR1-5) are widely expressed in cognition-related brain regions and participate in amyloid-β metabolism, tau phosphorylation, neuroinflammation, and synaptic plasticity. Preclinical studies suggest that SSAs enhance amyloid clearance via neprilysin activation, attenuate tau pathology through PI3K/Akt signaling, regulate APOE4 expression, and modulate microglial function, thereby protecting synaptic integrity. Compared with current monotherapies, SSAs may provide broader therapeutic benefits, particularly if applied in prodromal or early stages of AD. Advances in delivery strategies, including peptide modification, nanocarrier-based transport, and physically assisted blood-brain barrier (BBB) penetration, further improve translational potential. However, challenges such as poor BBB permeability, incomplete mechanistic understanding, and limited clinical data remain. Integration of systems biology, biomarker-driven precision medicine, and novel delivery technologies may facilitate the development of SSA-based interventions as complementary strategies for AD management."
41844234,A CDCA2-MYC positive feedback loop controls cancer cells survival.,"Cellular myelocytomatosis oncogene (MYC) transcription factors are encoded by a family of genes that include the prototype member MYC, MYCN and MYCL, and most human cancers display expression alterations of MYC genes. MYC is regulated at multiple levels, and its stability and activity are modulated by protein phosphorylation. Although there is a reasonable knowledge of the kinases required for MYC modifications, the counteracting phosphatases have been understudied. Here, we have investigated the role of the chromatin-associated protein phosphatase 1 (PP1) regulatory subunit CDCA2, also known as Repo-Man, in the regulation of MYC proteins in cancer cells. Using RNA interference and degron-mediated degradation of CDCA2, we have demonstrated that the PP1 subunit is required for cMYC and MYCN stabilization and viability of triple-negative breast cancer, neuroblastoma and colon cancer cells. Proximity ligation assays indicate that both cMYC and MYCN are in close proximity to CDCA2 in vivo. Furthermore, we have shown that CDC2A is a bona fide MYC target gene in cancer cells, revealing a reciprocal regulatory loop that could be exploited for therapeutic purposes."
41869562,Loss of Ezh2 promotes M2-like macrophage polarization in hepatocellular carcinoma.,"Tumor-associated macrophages (TAMs) promote tumor progression and metastasis. Ezh2, the catalytic component of Polycomb repressive complex 2, mediates transcriptional silencing through H3K27me3 deposition. Here, we demonstrate that Ezh2 deficiency in bone marrow-derived macrophages (BMDMs) enhances M2-like polarization upon exposure to conditioned media from Hepa1-6 hepatocellular carcinoma cells. RNA-seq analysis revealed stronger induction of M2-associated genes in conditioned Ezh2 knockout BMDMs compared with wild-type controls, along with enrichment of glycolysis and JAK/STAT signaling pathways. ATAC-seq showed increased chromatin accessibility at promoters of pyruvate metabolism-related genes and reduced H3K27me3 enrichment in Ezh2-deficient macrophages. Metabolic flux analysis confirmed elevated glycolytic activity in Ezh2 knockout BMDMs. Furthermore, phosphorylated STAT3 levels positively correlated with the M2 marker ArgI, and both were further increased in the absence of Ezh2. These findings suggest that Ezh2 restrains glycolytic reprogramming and limits hepatocellular carcinoma-induced M2-like macrophage polarization."
41849441,QCM-D Elucidation of Fibrinogen Adsorption States on Blood-Compatible Polymer Surfaces.,"To quantitatively evaluate differences in antithrombogenicity, poly(butyl methacrylate) (PBMA), poly(2-methoxyethyl acrylate) (PMEA), and poly(2-methacryloyloxyethyl phosphorylcholine-co-n-butyl methacrylate) (P(MPC-co-BMA)) were spin-coated on gold QCM-D (Quartz Crystal Microbalance with Dissipation) sensors, and the adsorption behaviors of fibrinogen (Fg) on these polymer surfaces was analyzed. The resulting ΔD-Δf plots exhibited clearly the distinct profiles among the polymers: an elastic adsorption state was observed on PBMA, a more viscous adsorption state induced by relatively weak interactions was observed on PMEA, and polymer-based repulsion against Fg was on P(MPC-co-BMA). These results highlight the advantage of the QCM-D technique as an evaluation method for antithrombogenicity and further reveal the differing mechanisms by which PMEA and P(MPC-co-BMA) exhibit their antithrombogenic properties."
41844803,Discovery of chirally dependent protein modifications by D- and L-2-hydroxyglutarates.,"Mutations in isocitrate dehydrogenase 1 (IDH1) and 2 (IDH2) are common in multiple types of human cancer and cause accumulation of the oncometabolite D-2-hydroxyglutarate (D2HG) instead of α-ketoglutarate, driving cancers like gliomas and acute myeloid leukaemia by blocking cell differentiation and promoting tumour growth. Here we discovered protein O-2-hydroxyglutarylation by D2HG using chemical proteomics and further revealed distinct chiral preferences for D2HG and L-2-hydroxyglutarate (L2HG) modifications. D2HG modifications are upregulated in IDH-mutant cells or upon D2HG treatment, while L2HG modifications increase under hypoxic conditions or following L2HG treatment. Notably, two kinases MRCKA and SLK are modified by D2HG and L2HG, respectively, and confirmed by synthetic peptide standards. Phosphoproteomics revealed reduced phosphorylation of MRCKA and SLK substrates, suggesting crosstalk between D/L-2HG modification and kinase activity. These findings highlight distinctive roles of D/L-2HG modifications in cancer progression and suggest potential avenues for therapeutic targeting of oncometabolite-induced post-translational modifications."
41855256,A CHKA-PML autophagy checkpoint enables tumors to evade glutamine starvation.,"Glutamine metabolism is essential for tumor cell proliferation and biosynthesis. However, solid tumors often face chronic glutamine deprivation, and the underlying adaptive mechanisms remain incompletely understood. Here, we show that glutamine scarcity upregulates choline kinase alpha (CHKA), whose monomerization enhances its noncanonical protein kinase activity. CHKA phosphorylates promyelocytic leukemia (PML) at tyrosine 339, promoting its cytoplasmic localization. Notably, this reflects a compartment-specific switch in PML activity: while nuclear PML facilitates protein degradation through Small Ubiquitin-like Modifier (SUMO)-ubiquitin cascades, cytoplasmic PML acts oppositely to block degradation. Specifically, cytoplasmic PML then induces SUMOylation of WD Repeat Domain Phosphoinositide-Interacting Protein 2 (WIPI2) at lysines 281 and 283, thereby blocking HUWE1-mediated ubiquitination and proteasomal degradation. Stabilized WIPI2 increases autophagic flux, supporting tumor cell survival under metabolic stress. This study identifies a critical CHKA-PML-WIPI2 axis mediating adaptation to glutamine deprivation, providing insight into metabolic plasticity and a potential therapeutic target for glutamine-dependent cancers."
41887949,Induced proximity for dephosphorylation.,"Induced-proximity dephosphorylation is a strategy that recruits phosphatases to target proteins for selective and reversible phosphate removal. This strategy enables context-dependent reprogramming of pathological phosphorylation with improved mechanistic and pathway specificity. In this forum article, we outline its mechanistic basis, summarize recent advances, and discuss emerging therapeutic implications."
41852131,Marine-Derived Chitosan Oligosaccharides and Their Derivatives: A New Hope for Alzheimer's Prevention and Treatment - A Critical Review.,"Alzheimer's disease (AD) is a progressive degenerative disease of the central nervous system. Its clinical manifestations are mainly cognitive and memory disorders, and its incidence rate and mortality are increasing year by year. Chitosan oligosaccharides (COS), also known as β-1,4-oligoglucosamine, are natural alkaline polysaccharides and the only positively charged ones in nature. Due to its low molecular weight, good water solubility, and excellent biocompatibility, non-toxicity, and biodegradability, in recent years, it has received increasing attention from domestic and foreign researchers and enterprises. COS is of great significance in the prevention and treatment of AD; the main mechanisms of action include inhibiting acetylcholinesterase and beta-secretase activity, preventing abnormal phosphorylation of tau protein, chelating copper ions, protecting neuronal cells, and exhibiting antioxidant effects. This review primarily combines the latest research results, both domestic and international, to summarize and analyze the anti-AD effects and possible mechanisms of COS, aiming to provide the theoretical basis and the reference for the in-depth study of COS in the fields of biomedicine and functional foods and for its wider application in the fields of medicine and health food."
41867854,Exercise modulation of the alternative splicing landscape in human tissues.,"The diverse health benefits of exercise are associated with multi-organ molecular responses. Alternative RNA splicing (AS) is an important determinant of transcriptome and proteome diversity. We profiled the temporal effects of acute endurance and resistance exercise on the AS landscape of human skeletal muscle, adipose tissue, and blood, and studied regulatory mechanisms through integrated multi-omic analyses. We identified 5102 distinct differential AS (DAS) events, with the majority modifying protein-coding sequence (89%) and being independent of altered RNA expression (67%). Endurance and resistance exercise induced differing patterns of AS alterations with divergent temporal trajectories. We inferred the DAS-associated RNA-binding and DNA-binding proteins. In skeletal muscle, where DAS events were the most abundant, DAS genes were enriched for muscle structure- and RNA splicing-related processes, and splicing machinery components were regulated at the protein phosphorylation, RNA, and AS levels. These findings implicate AS regulation as a major mediator of the responses to exercise."
41869290,NRF2 Deficiency Disrupts Mitochondrial Homeostasis via NDUFS7 in Trabecular Meshwork.,"The trabecular meshwork (TM) plays a pivotal role in maintaining intraocular pressure (IOP) by regulating aqueous humor outflow. Nuclear factor erythroid 2-related factor 2 (NRF2) was identified as a key transcriptional controller of TM redox balance and mitochondrial function. Transcriptomic profiling of tert-butyl hydroperoxide (tBHP)-induced oxidative injury revealed NRF2 pathway involvement in TM cellular defense. NRF2 knockout (KO) mice exhibited impaired aqueous humor dynamics, elevated IOP, and TM oxidative damage. In vitro, NRF2 knockdown aggravated oxidative stress and mitochondrial dysfunction, whereas NRF2 overexpression mitigated tBHP-induced cytotoxicity. The results of the gene set enrichment analysis (GSEA) indicated enrichment of oxidative phosphorylation pathway in NRF2-deficient cells. Chromatin immunoprecipitation sequencing (ChIP-seq) confirmed NDUFS7 as a direct NRF2 target essential for mitochondrial complex I integrity. Restoration of NDUFS7 expression in NRF2-deficient TM cells or KO mice rescued mitochondrial impairment. Collectively, these findings establish the NRF2/NDUFS7 axis as a central defense mechanism protecting TM from oxidative injury and suggest potential therapeutic strategies for glaucoma-associated ocular hypertension."
41857027,Structural basis of the cyclin Y/14-3-3 protein-mediated activation of CDK16.,"Cyclin-dependent protein kinase 16 (CDK16) regulates both physiological and pathological processes, including autophagy, spermatogenesis and cancer. Unlike other CDKs, CDK16 is regulated by an unclear mechanism involving phosphorylated cyclin Y (CCNY) in complex with 14-3-3 proteins rather than CCNY alone. The present study aims at elucidating this mechanism by structurally characterizing CDK16 in complex with CCNY and 14-3-3 using several biophysical techniques. As shown by cryo-EM analysis and hydrogen/deuterium exchange coupled to mass spectrometry, 14-3-3 binding modulates the conformation of a key moiety of the CDK binding surface of CCNY, thereby enabling CDK16 activation. CDK16 interacts with the cyclin box of CCNY, while 14-3-3 provides additional contacts, including with the activation segment of CDK16. CDK16 activation also requires interactions of CCNY with the N-terminal extension of CDK16. These findings not only clarify the role of CCNY and 14-3-3 in CDK16 activation but also highlight the potential of targeting CDK16 protein-protein interactions for cancer therapy."
41851502,The WNK-OXSR1 osmosensing pathway mediates intestinal regeneration via Hippo-YAP signaling.,"Animals activate regenerative processes to repair injuries and restore homeostasis following tissue damage. A central question in regeneration is how damage signals are sensed and translated into regenerative growth. Tissue injuries lead to the release of intracellular contents and bodily fluids and disturb the osmotic balance. However, the role of osmolarity in regeneration remains largely unexplored. Using Drosophila and mouse intestine, as well as samples from inflammatory bowel disease (IBD) patients, we identify a key role for the osmolarity-sensing WNK-OXSR1 kinase cascade in intestinal regeneration. Mechanistically, OXSR1 phosphorylates the RhoB GTPase at threonine 37 upon intestinal injury, thereby disrupting its interaction with ARHGAP17 and increasing the levels of GTP-bound RhoB. RhoB activation in turn leads to enhanced F-actin polymerization and YAP activation, thus promoting tissue regeneration. We further show that pharmacological inhibition of WNK or OXSR1 reduces the oncogenic potential of intestinal regeneration. These findings reveal osmolarity as a critical damage signal in regeneration and position WNK-OXSR1 as a potential therapeutic target for stimulating intestinal repair."
41880487,Microtubules guide Aurora B substrate geometries for accurate chromosome segregation.,"Accurate chromosome segregation requires differential regulation of microtubule-binding substrates by Aurora B, the kinase subunit of the chromosomal passenger complex (CPC). How microtubules simultaneously up- and down-regulate Aurora B phosphorylation remains unclear. Devising a new cryo-electron microscopy workflow, we determined microtubule-bound structures of the CPC and key Aurora B substrates that resolve their phosphorylation sites, finding that microtubules can promote or restrict Aurora B-mediated phosphorylation depending upon binding geometry. The kinetochore Ndc80 complex oligomerizes on microtubules through multivalent interactions including its kinase recognition sites, sterically restricting kinase access to counteract phosphorylation-induced detachment. Attenuating this oligomerization compromised stable kinetochore-microtubule attachments and causes chromosome mis-segregation. Conversely, Aurora B recognition sites of the microtubule-depolymerase mitotic centromere-associated kinesin (MCAK) remain accessible on microtubules, explaining how microtubule-bound CPC can promote MCAK phosphorylation and inactivation. We propose that microtubule-guided substrate remodeling can serve as a general mechanism for controlling Aurora B-mediated phosphorylation during mitosis, which can coordinate diverse processes underlying faithful chromosome segregation."
41862769,Bazedoxifene reverses sexually dimorphic autistic-like abnormalities in biallelic MDGA1-mutant mice.,"MDGA1 reportedly suppresses GABAergic synaptic inhibition and may be associated with schizophrenia. However, it has been unclear whether and how MDGA1 dysfunction causes neurodevelopmental disorders. Here, we describe two patients with autism spectrum disorder (ASD) carrying missense mutations in MDGA1: p.Val116Met/p.Ala688Val and p.Tyr635Cys/p.Glu756Gln. Murine in utero overexpression of MDGA1 p.Val116Met/p.Ala688Val alters normal cortical neuron migration and impairs ultrasonic vocalizations (USVs). The p.Tyr635Cys/p.Glu756Gln substitution disrupts the triangular extracellular structure of MDGA1 and renders it unable to impact GABAergic synapses in hippocampal CA1 neurons. Male Mdga1 knock-in (KI) mouse pups and adults harboring the p.Tyr636Cys/p.Glu751Gln mutation exhibit impaired USVs and sensorimotor gating, similar to male Mdga1 conditional knockout (cKO) mice. No behavioral deficits were seen in female counterparts. Bazedoxifene (a selective estrogen receptor modulator) treatment of male Mdga1Y636C/E751Q KI mice rescues the changes in the expression and phosphorylation of a subset of GABAergic synaptic proteins, as well as behavioral performance and GABAergic synaptic strength. Thus, different MDGA1 mutations manifest as distinct MDGA1 dysfunctions and are likely to cause ASD via sexually dimorphic loss-of-function and/or gain-of-function mechanisms."
41844585,Evaluating the potential of acupuncture for Alzheimer's disease treatment: A meta-analysis and systematic review of mouse model studies.,"Acupuncture is an ancient practice that was developed within the framework of traditional Chinese medicine. While acupuncture has been recently proposed as a therapy for Alzheimer's disease (AD), acupuncture effects are not well understood in terms of neural mechanisms. Here, we review and examine the studies that used AD mouse models and analyze the experiments where researchers administered electroacupuncture (EA) to AD mice to assess the potential therapeutic impact of acupuncture on disease pathology and cognitive function in controlled laboratory settings. We analyzed 29 relevant PubMed articles published between January 2014 and July 2025. Our results reveal that EA significantly reduces both amyloid-beta (Aβ) and phosphorylated tau (p-tau) levels and neuroinflammatory biomarkers, including molecular signatures for activated microglia and astrocytes in the brain. EA also enhances cognitive functions. While no study directly compared acupoint strategies, the indirect comparisons in our network analysis suggest that GV20 has potential as a therapeutic target for AD. Our present meta-analysis and review of literature add to the evidence of integrative health practices for acupuncture-based Alzheimer's disease treatment."
41869559,Panx1 deficiency exacerbates GAN diet-induced obesity by destabilizing β-catenin via GSK3β.,"Obesity is a global health challenge and a major risk factor for metabolic diseases. Here, we show that Panx1-deficient mice develop severe obesity when fed a Gubra-Amylin (GAN) diet, characterized by adipocyte hypertrophy and disrupted lipid metabolism, while no such phenotype is observed on a conventional high-fat diet. Mechanistically, Panx1 deficiency leads to reduced non-phosphorylated β-catenin levels and its downstream targets, indicating impaired Wnt/β-catenin signaling. We further demonstrate that Panx1 interacts with β-catenin and GSK-3β, stabilizing β-catenin and preventing its degradation. Loss of Panx1 reduces β-catenin activity, impairs adipocyte hyperplasia, and promotes hypertrophic adipose expansion, thereby exacerbating obesity. These findings establish Panx1 as a key regulator of adipose tissue remodeling and suggest its potential as a tissue-specific target for obesity and related metabolic disorders."
41844616,Phosphoregulation of the novel hemi-arrestin MAPK scaffold Sms1 prevents untimely mating.,"Mitogen-activated protein kinases (MAPK) are ancestral kinases that form essential signalling cascades. However, scaffolds that recruit kinases to subcellular locations and promote signal transduction have only been described in a few species. Notably, no scaffold was thought necessary for the MAPK cascade promoting sexual differentiation in fission yeast. Here, we identify the hemi-arrestin protein Sms1 as a novel scaffold of this MAPK cascade. Interactions with PIP2 and the pheromone receptor-coupled Gα subunit target Sms1 to plasma membrane patches, where it assembles the active cascade by binding each MAP kinase. These interactions are essential for signal transduction and local signal interpretation for polarised growth. Phosphorylation, including by the MAPK itself, antagonises Sms1 membrane translocation, establishing a negative feedback that underlies polarity patch turnover and prevents untimely mating attempts. Thus, Sms1 is a MAPK scaffold with canonical functions despite its distinct structural fold, highlighting convergent evolution of MAPK scaffolds across eukaryotes."
41863805,Autoinhibitory control of MLKL governs pseudokinase domain phosphorylation and oligomerization during necroptosis.,"Necroptotic cell death triggers the release of inflammatory mediators but the exact mechanisms controlling its activation are not fully understood. Previous studies have identified key steps during necroptosis, which are believed to be coupled: MLKL phosphorylation by RIPK3, release of N-terminal autoinhibition, and MLKL oligomerization. Yet, ectopic expression of phosphomimetic MLKL is insufficient to induce necroptosis in human cells. Here, we employ five different pharmacological, biological, and genetic methods to demonstrate that inhibiting the MLKL N terminus prevents both phosphorylation and oligomerization. Conversely, loss of interaction between the N-terminal four-helical bundle and brace domains demonstrates basal MLKL phosphorylation, even in the absence of necroptotic stimuli. Moreover, we show that MLKL phosphorylation is not necessary for maintaining MLKL oligomer stability. We propose that MLKL is released from autoinhibition prior to phosphorylation, explaining why phosphomimetic MLKL lacks cytotoxic activity."
41843681,Mutually exclusive alternative pre-mRNA splicing promotes adaptive metabolic stress signaling by JNK.,The JUN NH2-terminal kinase (JNK) signal transduction pathway is activated during the hepatic metabolic stress response. The JNK1 and JNK2 pre-mRNAs expressed by hepatocytes exhibit mutually exclusive inclusion of exons 7a or 7b that encode a segment of the substrate binding site that is required for selective protein phosphorylation. We established mice with conditional inclusion of exons 7a or 7b to test the function of these JNK spliceoforms. We report that the JNK27b spliceoform plays a key role in the hepatic metabolic stress response. This function of JNK27b is mediated by coordinated mechanisms that independently regulate circadian gene expression and phosphorylation of Retinoid X Receptor α (RXRα) on Ser265. This analysis identifies an important role for JNK27b in the hepatic adaptive response to metabolic stress.
41846982,Intrinsically disordered SERBP1 regulates translation through topology-driven G-quadruplex recognition.,"Serpine mRNA-binding protein 1 (SERBP1) is an intrinsically disordered RNA-binding protein that regulates translation and ribosome biogenesis through interactions with ribosomes and other molecular complexes. Despite its regulatory importance and implication in cancer development, the molecular basis of SERBP1 RNA recognition remains poorly understood. Here, we characterize the G-quadruplex (G4)-binding properties of SERBP1. Using NMR spectroscopy and biophysical assays, we show that SERBP1 binds parallel G4s, both RNA and DNA, with low micromolar affinity through a conserved mechanism. Molecular dynamics and docking simulations reveal an encircling mechanism in which the RGG box wraps around the G4 while downstream C-terminal serine residues stabilize the complex through hydrogen bonding. Phosphomimetic mutations of key serines disrupt this stabilization and reduce binding affinity, identifying phosphorylation as a regulatory switch for SERBP1 activity. Recognition is driven by G4 topology rather than nucleotide sequence, establishing SERBP1 as a broad-specificity G4-binding protein. We further demonstrate that SERBP1 regulates mTOR expression in glioblastoma cell lines through G4 elements in the mTOR 5' UTR, and that SERBP1 depletion synergizes with mTOR inhibition to reduce cell growth. These results establish SERBP1 as a G4 adaptor protein and represent, to our knowledge, the first detailed characterization of G4 recognition by a fully disordered domain, providing a molecular framework for targeting SERBP1-G4 interactions in cancer."
41871415,Tau pathology in epilepsy: emerging mechanisms and translational opportunities.,"The onset of epilepsy in adulthood occurs most commonly after 55 years of age. Given the ageing global population, this disorder represents an increasing burden on healthcare and society. The bidirectional link between epilepsy and dementia is a focus of intense research with underlying tau pathology highlighted as a potential mechanistic link. In this review, we examine the evidence for tau-related neurodegenerative processes in epilepsy beginning with how changes in biochemical and structural properties of the tau protein can lead to abnormal phosphorylation and pathological aggregation. We consider the role of tau in seizure occurrence and cognitive difficulties in experimental animal epilepsy models to human epileptic syndromes. Seizure prevalence is evaluated across established primary and secondary tauopathies to understand the associated hyperexcitability phenotype. We discuss the use of neurophysiology, metabolic imaging and novel fluid biomarkers as non-invasive measures of potential underlying neurodegeneration in epilepsy. It may, for example, be that these can be combined with remote measures of cognition and other physiological parameters to provide accurate longitudinal monitoring of cognition and underlying pathology. We also explore clinical trials that have targeted pathological tau accumulation in neurodegenerative conditions and consider an ongoing clinical study with sodium selenate, an enhancer of protein phosphatase enzyme PP2A, in people with epilepsy. These efforts signify a novel disease-modifying era with treatments that reduce seizures and modify cognitive outcomes in people with epilepsy. Our analysis of the literature underscores the need for more in-depth characterization of tau pathology, at biochemical and structural levels, in brain tissue and peripheral samples from people with epilepsy as an important step to deciphering the role of tau in the pathogenesis of epilepsy and related disorders. Examining the relationships between tau pathology and cognitive impairment in those with epilepsy provides critical perspectives on a potential causal tau pathomechanism that may have important roles in epileptogenesis and dementia."
41865455,USP18 ameliorates atherosclerosis through inhibiting the activation of TAK1.,"BACKGROUND: Atherosclerosis is a chronic inflammatory condition marked by the deposition of lipids within the arterial wall and the infiltration of inflammatory cells, culminating in the development of atherosclerotic plaques. Ubiquitin-specific protease 18, USP18, a specific deubiquitinating enzyme, has been demonstrated to exert protective effects on the cardiovascular system. METHODS: Pathological studies were performed utilizing human coronary arteries obtained from the Forensic Medical Examination Center of Guizhou Medical University, in conjunction with the aorta from experimental ApoE knockout mice. The ApoE knockout mice underwent intervention with adenovirus carrying USP18-RNAi and a control adenovirus containing hU6-MCS-CMV-EGFP, after which pathological analyses were conducted. In vitro, THP-1 cells, induced with phorbol ester, were subjected to treatment with si-USP18 or si-NC, followed by exposure to oxidized low-density lipoprotein. The expression levels of USP18 and proteins associated with the TAK1/NF-κB signaling pathway, as well as the interaction between USP18 and TAK1, were assessed using Western blotting, RT-PCR, and immunofluorescence techniques.The interaction between USP18 and TAK1 was confirmed using molecular docking techniques, co-immunoprecipitation assays, and immunofluorescence analysis. PURPOSE: The purpose of this study is to explore the role of USP18 on atherosclerosis and the underlying mechanism. RESULTS: The expression of USP18 is elevated in early-stage human coronary atherosclerotic plaques but decreases in advanced lesions. Treatment of macrophages derived from THP-1 cells and bone marrow-derived macrophages (BMDMs) with lipopolysaccharide (LPS) results in reduced USP18 expression. In ApoE-/- mice, USP18 knockdown leads to an increase in the atherosclerotic necrotic core area, which significantly enhances inflammation and macrophage infiltration within the aorta. In vitro experiments indicated that the suppression of USP18 expression in macrophages derived from THP-1 cells, followed by treatment with oxidized low-density lipoprotein (ox-LDL), enhances lipid uptake and inflammatory responses. Furthermore, USP18 silencing enhances the phosphorylation of key kinases and the upstream regulator TAK1 within the NF-κB signaling pathway in macrophages. USP18 inhibits TAK1 phosphorylation by binding to and deubiquitinating TAK1, thereby suppressing NF-κB pathway activation. The enhancement of the NF-κB signaling pathway in macrophages due to USP18 silencing is mitigated by TAK1 inhibitors. CONCLUSION: USP18 modulates TAK1 to suppress the activation of the NF-κB signaling pathway in macrophages, consequently exerting an anti-atherosclerotic effect and offering a potential therapeutic strategy for atherosclerosis treatment."
41858284,Collagen I-DDR1 signaling promotes inflammation development during keloid formation.,"BACKGROUND: Keloid is a chronic inflammatory skin disease, which is marked by abnormal fibroproliferative scar, without effective treatments. Many factors are involved in keloid formation, primarily highly activated inflammatory, wound tension, and hereditary susceptibility. Collagen signaling plays important roles in various diseases, including tumors and fibrotic diseases, but its function in keloid inflammation remains unknown. We aimed to study the roles and mechanisms of collagen signaling in the inflammation development during keloid formation. METHODS: Normal and keloid keratinocytes and fibroblasts were isolated from fresh normal skin and keloid tissues. Picrosirius red staining, Western Blotting, Q-PCR, co-immunoprecipitation, APEX2-mediated proximity biotinylation, Elisa, immunohistochemistry, and immunofluorescence assays were used to discover the roles of collagen-DDR1 signaling in the inflammation development. Human Keloid samples were subcutaneously transplanted to nude mice to building keloid xenograft model. The therapeutic potential of DDR1 inhibitor (7rh) and ARF6 inhibitor (NAV-2729) was examined in the keloid inflammation development. RESULTS: Both phosphorylated NFκB and STAT3 were obviously elevated in keloid tissues. Collagen I accounted for the vast majority of collagens in keloids. Collagen I signaling promoted keloid inflammation amplifier activation by DDR1. DDR1 and ARF6 were upregulated in keloid tissues, and the levels of both were positively correlated. In keloid dermal tissues, elevated DDR1 was mainly expressed in fibroblasts. Collagen I-DDR1 signaling activated NFκB and STAT3 signaling. DDR1 inhibitor (7rh) restrained keloid inflammation development and growth in keloid xenograft model. Mechanistically, DDR1 interacted with ARF6, which promoted the transport of DDR1 to plasma membrane and amplified collagen I-induced DDR1 signaling, then facilitated DDR1 binding to STAT3, leading to STAT3 phosphorylation. The combined inhibition of DDR1 and ARF6 synergistically inhibited keloid inflammation amplifier. CONCLUSIONS: Collectively, these findings reveal the molecular basis of collagen I-DDR1 signaling activating NFκB and STAT3 signaling and expose the role of ARF6-DDR1 axis in promoting keloid inflammation development, indicating that DDR1 and ARF6 may serve as innovative therapeutic targets in keloid."
41849779,Identification and Validation of an Inhibitor of the Protein Kinases PIM and DYRK.,"Fermented wheat germ extract (FWGE), a nutraceutical with reported anticancer properties, contains numerous biologically active molecules, but its therapeutic constituents remain unclear. In this study, we identify and characterize a novel small-molecule protein kinase inhibitor isolated from FWGE, designated F10V6W0. Through preparative high-performance liquid chromatography and structural elucidation via X-ray crystallography, this compound was revealed to be a unique benzothiazole. Kinase profiling demonstrated its selectivity toward PIM and DYRK protein kinase families. A chemically synthesized version (CSH-4044), mirrored the activity of the natural product, confirming structural integrity and biological equivalence. We determined the cocrystal structure of CSH-4044 bound to PIM1, revealing ATP-competitive binding and critical hydrophobic and hydrogen-bonding interactions. Functionally, CSH-4044 suppressed PIM3-driven BAD phosphorylation in pancreatic cancer cells and reduced DYRK1A-mediated Tau phosphorylation in neuronal cells. Our findings position CSH-4044 as a promising lead for targeting PIM and DYRK kinase families and highlight FWGE as a potential therapeutic compounds."
41874349,Modulation of Alveolar Macrophages by Sex as a Biological Variable.,"Background: Alveolar macrophages (AMs) play a key role in the innate immune system and the pathogenesis of bronchopulmonary dysplasia (BPD), a condition with a significant sex bias. However, the influence of biological sex on AM immunometabolism remains poorly defined. Objective: We tested the hypothesis that female AMs would exhibit greater metabolic resilience (less impact on their mitochondrial function) compared to male AMs upon exposure to hyperoxia. Methods: We characterized bioenergetic profiles of male (MH-S) and female (AMJ2-C11) adult murine AM cell lines and primary neonatal AMs from C57BL/6 pups. Oxygen consumption (OCR) and extracellular acidification rates (ECAR) were quantified using Seahorse extracellular flux analysis at baseline and following 48 hours of hyperoxia (85% O2). Results: Adult female AMs displayed an elevated basal and maximal respiration compared to males. Upon exposure to hyperoxia, female AMs showed decreased maximal OCR and spare respiratory capacity. Conversely, male AMs showed little change in oxidative phosphorylation. Uniquely, neonatal AMs of both sexes show a suppression in their mitochondrial function upon exposure to hyperoxia, but the decline is more significant in the male macrophages. In addition, the neonatal female macrophages also showed a higher glycolytic reserve compared to their baseline in room air, upon exposure to hyperoxia. Conclusions: Biological sex and developmental stage are fundamental determinants of AM bioenergetics. These intrinsic sex-specific mechanisms may underlie differential susceptibility to neonatal lung injury, underscoring the necessity of sex-specific therapeutic strategies."
41876450,AKT1 phosphorylates PRMT7 to promote GLUD1 methylation and gastric cancer progression.,"Glutamine metabolism has emerged as an essential metabolic driver of tumor progression. Glutamate dehydrogenase 1 (GLUD1), a key enzyme in glutaminolysis, is frequently overexpressed in malignancies. Post-translational modifications (PTMs) are crucial for regulating protein function and tumor progression. However, the PTMs of GLUD1, particularly arginine methylation, remain unexplored. Here we report that protein arginine methyltransferase 7 (PRMT7) mediates monomethylation of GLUD1 at arginine 76 (R76), enhancing its protein stability by antagonizing ubiquitin-dependent degradation. Moreover, high glucose destabilizes GLUD1 via the PI3K/Akt pathway. Mechanistically, AKT1 phosphorylates PRMT7 at threonine 73 (T73) and promotes its activity to stabilize GLUD1 by increasing its methylation and reducing ubiquitination. Clinical analysis reveals that elevated GLUD1, PRMT7, and meGLUD1(R76) levels correlate with tumor progression in gastric cancer. In xenograft models, PRMT7 inhibitor SGC3027 combined with chemotherapeutic drugs docetaxel (DTX) synergistically suppresses tumor growth. Collectively, this study identifies the AKT1-PRMT7-GLUD1 axis as a key regulatory pathway in gastric cancer, and highlights its potential as a therapeutic target."
